INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	554	New Zealand	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	170.4755673	-43.98721568	1.0	4	Country or Area	Australia and New Zealand	[2013, 2014, 2015, 2016]	2013	2016	4	2	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	356	India	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2016]	2016	2016	1	1	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	398	Kazakhstan	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	9	3	8
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	364	Iran (Islamic Republic of)	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[2006, 2007, 2009, 2013, 2014, 2015]	2006	2015	6	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	50	Bangladesh	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[2006, 2007, 2016]	2006	2016	3	1	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	64	Bhutan	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2008, 2009, 2012, 2013, 2014, 2015, 2016]	2008	2016	7	2	5
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	4	Afghanistan	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[2012, 2013, 2014, 2017]	2012	2017	4	1	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	144	Sri Lanka	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	80.70489654	7.614693343	1.0	4	Country or Area	Central and Southern Asia	[2011, 2012, 2013]	2011	2013	3	0	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	860	Uzbekistan	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	63.11944558	41.77560518	1.0	4	Country or Area	Central and Southern Asia	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2006	2017	12	3	8
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	762	Tajikistan	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	69.294998	38.43069666	1.0	4	Country or Area	Central and Southern Asia	[2008, 2009, 2010, 2011, 2014, 2015, 2016, 2017]	2008	2017	8	3	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	462	Maldives	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	73.09672546	-0.614385021	1.0	4	Country or Area	Central and Southern Asia	[2013, 2014, 2015]	2013	2015	3	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	417	Kyrgyzstan	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2007	2016	10	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	524	Nepal	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	83.94678863	28.25866332	1.0	4	Country or Area	Central and Southern Asia	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2009	2017	9	3	8
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	586	Pakistan	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	68.80479684	29.36491634	1.0	4	Country or Area	Central and Southern Asia	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2007	2016	10	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	360	Indonesia	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	113.9174	-0.994582204	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2006	2016	11	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	344	China, Hong Kong Special Administrative Region	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	114.0266445	22.41749934		4	Country or Area	Eastern and South-Eastern Asia	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2006	2016	11	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	392	Japan	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2013, 2014, 2015]	2013	2015	3	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	116	Cambodia	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	104.922836	12.71163737	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2007, 2008, 2013, 2014, 2015, 2016]	2006	2016	7	2	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	156	China	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	104.1403375	32.30955217	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2007	2016	10	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	96	Brunei Darussalam	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	114.6288563	4.49736984	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2007, 2008, 2012, 2013, 2014, 2015, 2016]	2006	2016	8	2	5
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	104	Myanmar	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	96.51752295	21.19332882	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2007, 2008, 2009, 2010, 2014, 2017]	2006	2017	7	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	704	Viet Nam	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	105.802499	10.09643079	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2013, 2014, 2015, 2016]	2013	2016	4	2	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	608	Philippines	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	120.8601418	14.16591706	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2007, 2009]	2006	2009	3	0	0
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	626	Timor-Leste	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	125.9451052	-8.797497247	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2008, 2009, 2010]	2008	2010	3	0	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	764	Thailand	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	101.0202951	15.13089239	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	2006	2015	9	1	5
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	446	China, Macao Special Administrative Region	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	113.5665388	22.1237259		4	Country or Area	Eastern and South-Eastern Asia	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2006	2016	11	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	458	Malaysia	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	116.8346314	5.452415309	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2016]	2004	2016	11	1	5
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	410	Republic of Korea	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	127.8610254	36.45201023	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2013, 2014, 2015, 2016]	2013	2016	4	2	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	418	Lao People's Democratic Republic	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	101.9901968	20.27482773	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2006	2016	11	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	496	Mongolia	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	103.0728057	46.83892054	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2006	2015	10	1	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	250	France	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[2013, 2014, 2015]	2013	2015	3	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	233	Estonia	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	25.84093481	58.68487172	1.0	4	Country or Area	Europe and Northern America	[2014, 2015]	2014	2015	2	1	2
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	246	Finland	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	23.308447	61.91586738	1.0	4	Country or Area	Europe and Northern America	[2013, 2014, 2015, 2016]	2013	2016	4	2	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	191	Croatia	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	17.95874553	45.45172212	1.0	4	Country or Area	Europe and Northern America	[2014, 2015, 2016]	2014	2016	3	2	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	208	Denmark	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	9.326571283	56.03829721	1.0	4	Country or Area	Europe and Northern America	[2013, 2014, 2015, 2016]	2013	2016	4	2	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	348	Hungary	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2013, 2014, 2015, 2016]	2013	2016	4	2	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	372	Ireland	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[2014]	2014	2014	1	0	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	380	Italy	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2013, 2014, 2015]	2013	2015	3	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	276	Germany	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[2013, 2015, 2016]	2013	2016	3	2	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	300	Greece	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[2013, 2014, 2015]	2013	2015	3	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	56	Belgium	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	4.660976456	50.64104975	1.0	4	Country or Area	Europe and Northern America	[2013, 2014, 2015]	2013	2015	3	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	70	Bosnia and Herzegovina	F	Female	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	F__ISCED11_2	Female, lower secondary education	17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[2016]	2016	2016	1	1	1
