REF_AREA,REF_AREA_DESC,ISO3,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,TIME_PERIOD,INDICATOR_LABEL_100,INDICATOR_ID_100,INDICATOR_DESC_100,MINSET_SERIES_100,MINSET_SERIES_DESC_100,X,Y,OBS_VALUE__100__F__Y_GE10___T,OBS_VALUE__100__M__Y_GE10___T,OBS_VALUE__100__F__Y_GE65___T,OBS_VALUE__100__M__Y_GE65___T,OBS_VALUE__100__F__Y_GE10__R,OBS_VALUE__100__M__Y_GE10__R,OBS_VALUE__100__F__Y_GE65__R,OBS_VALUE__100__M__Y_GE65__R,OBS_VALUE__100__F__Y_GE10__U,OBS_VALUE__100__M__Y_GE10__U,OBS_VALUE__100__F__Y_GE65__U,OBS_VALUE__100__M__Y_GE65__U,OBS_VALUE__100__F__Y_GE12___T,OBS_VALUE__100__M__Y_GE12___T,OBS_VALUE__100__F__Y15T24___T,OBS_VALUE__100__M__Y15T24___T,OBS_VALUE__100__F__Y_GE12__R,OBS_VALUE__100__M__Y_GE12__R,OBS_VALUE__100__F__Y_GE12__U,OBS_VALUE__100__M__Y_GE12__U,OBS_VALUE__100__F__Y_GE15___T,OBS_VALUE__100__M__Y_GE15___T,OBS_VALUE__100__F__Y25T44___T,OBS_VALUE__100__M__Y25T44___T,OBS_VALUE__100__F__Y45T54___T,OBS_VALUE__100__M__Y45T54___T,OBS_VALUE__100__F__Y55T64___T,OBS_VALUE__100__M__Y55T64___T,OBS_VALUE__100__F__Y_GE15__R,OBS_VALUE__100__M__Y_GE15__R,OBS_VALUE__100__F__Y15T24__R,OBS_VALUE__100__M__Y15T24__R,OBS_VALUE__100__F__Y25T44__R,OBS_VALUE__100__M__Y25T44__R,OBS_VALUE__100__F__Y45T54__R,OBS_VALUE__100__M__Y45T54__R,OBS_VALUE__100__F__Y55T64__R,OBS_VALUE__100__M__Y55T64__R,OBS_VALUE__100__F__Y_GE15__U,OBS_VALUE__100__M__Y_GE15__U,OBS_VALUE__100__F__Y15T24__U,OBS_VALUE__100__M__Y15T24__U,OBS_VALUE__100__F__Y25T44__U,OBS_VALUE__100__M__Y25T44__U,OBS_VALUE__100__F__Y45T54__U,OBS_VALUE__100__M__Y45T54__U,OBS_VALUE__100__F__Y55T64__U,OBS_VALUE__100__M__Y55T64__U,OBS_VALUE__100__F___T___T,OBS_VALUE__100__M___T___T,OBS_VALUE__100__F__Y20T74___T,OBS_VALUE__100__M__Y20T74___T,OBS_VALUE__100__F__Y15T64___T,OBS_VALUE__100__M__Y15T64___T,OBS_VALUE__100__F__Y12T24___T,OBS_VALUE__100__M__Y12T24___T,OBS_VALUE__100__F__Y25T34___T,OBS_VALUE__100__M__Y25T34___T,OBS_VALUE__100__F__Y35T44___T,OBS_VALUE__100__M__Y35T44___T,OBS_VALUE__100__F__Y65T74___T,OBS_VALUE__100__M__Y65T74___T,OBS_VALUE__100__F__Y75T84___T,OBS_VALUE__100__M__Y75T84___T,OBS_VALUE__100__F__Y_GE85___T,OBS_VALUE__100__M__Y_GE85___T,OBS_VALUE__100__F__Y_GE16___T,OBS_VALUE__100__M__Y_GE16___T,OBS_VALUE__100__F__Y45T64___T,OBS_VALUE__100__M__Y45T64___T,OBS_VALUE__100__F__Y_GE18___T,OBS_VALUE__100__M__Y_GE18___T,OBS_VALUE__100__F__Y06T65__R,OBS_VALUE__100__M__Y06T65__R,OBS_VALUE__100__F__Y06T65__U,OBS_VALUE__100__M__Y06T65__U,OBS_VALUE__100__F__Y15T49__R,OBS_VALUE__100__M__Y15T49__R,OBS_VALUE__100__F__Y15T49__U,OBS_VALUE__100__M__Y15T49__U,OBS_VALUE__100__F__Y12T14___T,OBS_VALUE__100__M__Y12T14___T,OBS_VALUE__100__F__Y12T14__R,OBS_VALUE__100__M__Y12T14__R,OBS_VALUE__100__F__Y12T14__U,OBS_VALUE__100__M__Y12T14__U,OBS_VALUE__100__F__Y10T14___T,OBS_VALUE__100__M__Y10T14___T,OBS_VALUE__100__F__Y45T64__R,OBS_VALUE__100__M__Y45T64__R,OBS_VALUE__100__F__Y45T64__U,OBS_VALUE__100__M__Y45T64__U,OBS_VALUE__100__F__Y_GE20___T,OBS_VALUE__100__M__Y_GE20___T,OBS_VALUE__100__F__Y20T24___T,OBS_VALUE__100__M__Y20T24___T,OBS_VALUE__100__F__Y20T64___T,OBS_VALUE__100__M__Y20T64___T,OBS_VALUE__100__F__Y_GE06___T,OBS_VALUE__100__M__Y_GE06___T,OBS_VALUE__100__F__Y_GE05___T,OBS_VALUE__100__M__Y_GE05___T,OBS_VALUE__100__F__Y_GE14___T,OBS_VALUE__100__M__Y_GE14___T,OBS_VALUE__400__F__Y_GE15__R,OBS_VALUE__400__M__Y_GE15__R,OBS_VALUE__400__F__Y_GE10__R,OBS_VALUE__400__M__Y_GE10__R,OBS_VALUE__400__F__Y_GE65__R,OBS_VALUE__400__M__Y_GE65__R,OBS_VALUE__400__F__Y15T24__R,OBS_VALUE__400__M__Y15T24__R,OBS_VALUE__400__F__Y25T44__R,OBS_VALUE__400__M__Y25T44__R,OBS_VALUE__400__F__Y45T54__R,OBS_VALUE__400__M__Y45T54__R,OBS_VALUE__400__F__Y55T64__R,OBS_VALUE__400__M__Y55T64__R,OBS_VALUE__400__F__Y15T49__R,OBS_VALUE__400__M__Y15T49__R,OBS_VALUE__400__F___T__R,OBS_VALUE__400__M___T__R,OBS_VALUE__400__F__Y_GE12__R,OBS_VALUE__400__M__Y_GE12__R,OBS_VALUE__400__F__Y_GE15__U,OBS_VALUE__400__M__Y_GE15__U,OBS_VALUE__400__F__Y_GE10__U,OBS_VALUE__400__M__Y_GE10__U,OBS_VALUE__400__F__Y_GE65__U,OBS_VALUE__400__M__Y_GE65__U,OBS_VALUE__400__F__Y15T24__U,OBS_VALUE__400__M__Y15T24__U,OBS_VALUE__400__F__Y25T44__U,OBS_VALUE__400__M__Y25T44__U,OBS_VALUE__400__F__Y45T54__U,OBS_VALUE__400__M__Y45T54__U,OBS_VALUE__400__F__Y55T64__U,OBS_VALUE__400__M__Y55T64__U,OBS_VALUE__400__F__Y15T49__U,OBS_VALUE__400__M__Y15T49__U,OBS_VALUE__400__F___T__U,OBS_VALUE__400__M___T__U,OBS_VALUE__400__F__Y_GE12__U,OBS_VALUE__400__M__Y_GE12__U,OBS_VALUE__400__F__Y_GE15___T,OBS_VALUE__400__M__Y_GE15___T,OBS_VALUE__400__F__Y20T74___T,OBS_VALUE__400__M__Y20T74___T,OBS_VALUE__400__F__Y_GE10___T,OBS_VALUE__400__M__Y_GE10___T,OBS_VALUE__400__F__Y_GE65___T,OBS_VALUE__400__M__Y_GE65___T,OBS_VALUE__400__F__Y_GE12___T,OBS_VALUE__400__M__Y_GE12___T,OBS_VALUE__400__F__Y15T24___T,OBS_VALUE__400__M__Y15T24___T,OBS_VALUE__400__F__Y25T44___T,OBS_VALUE__400__M__Y25T44___T,OBS_VALUE__400__F__Y45T54___T,OBS_VALUE__400__M__Y45T54___T,OBS_VALUE__400__F__Y55T64___T,OBS_VALUE__400__M__Y55T64___T,OBS_VALUE__400__F__Y_GE18___T,OBS_VALUE__400__M__Y_GE18___T,OBS_VALUE__400__F__Y_GE05___T,OBS_VALUE__400__M__Y_GE05___T,OBS_VALUE__400__F__Y15T64___T,OBS_VALUE__400__M__Y15T64___T,OBS_VALUE__400__F___T___T,OBS_VALUE__400__M___T___T,OBS_VALUE__400__F__Y_GE14___T,OBS_VALUE__400__M__Y_GE14___T,OBS_VALUE__400__F__Y20T64___T,OBS_VALUE__400__M__Y20T64___T,OBS_VALUE__400__F__Y_GE16___T,OBS_VALUE__400__M__Y_GE16___T,OBS_VALUE__400__F__Y45T64___T,OBS_VALUE__400__M__Y45T64___T,OBS_VALUE__400__F__Y_GE06___T,OBS_VALUE__400__M__Y_GE06___T
756,Switzerland,CHE,Europe and Northern America,G,Global,2013,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",8.223158,46.96617097,,,3.225,2.3260008,,,3.594,2.4120000000000004,,,3.024,2.208,,,2.232,1.6249992,,,,,3.969,2.493,5.2870008,2.9239992,4.171000799999999,2.6779992,3.5460000000000003,2.313,4.276000799999999,2.6220000000000003,2.0770008,1.4149992,5.9749992,3.2179992,4.4200008,2.9239992,3.834,2.448,3.6580008,2.493,2.019,1.9249992,4.7959992,2.8079999999999994,3.6919992,2.532,3.3949992,2.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Switzerland,CHE,Europe and Northern America,G,Global,2016,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",8.223158,46.96617097,,,3.3310008,2.5039992,,,3.5530008,2.46,,,3.2209992,2.4709992,,,2.508,1.7489999999999997,,,,,4.0399992,2.5930008,5.182000800000001,3.0160008,4.382999999999999,2.7439992,3.6,2.3389992,4.1089992,2.6809992,2.2519992,1.8040008,5.4340008,3.2809992,4.5079992,2.8459992,3.663,2.5009992,3.9,2.5819992000000003,3.2119992,1.7050008,4.6360008,2.9710008,4.1779992,2.7060000000000004,3.5410008,2.2030008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Brazil,BRA,Latin America and the Caribbean,G,Global,2009,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-53.08432878,-10.77668561,4.2333336,1.4333328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.98,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Brazil,BRA,Latin America and the Caribbean,G,Global,2012,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-53.08432878,-10.77668561,,,3.013752,0.873708,,,,,,,,,,,2.2250256,0.5445192,,,,,3.1640712000000004,0.7283424,3.2946144000000004,0.7247832,3.6157512,0.7933511999999999,3.8955936,0.8936280000000001,3.7302024,0.6483983999999999,,,,,,,,,3.0783144,0.7432344000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Brazil,BRA,Latin America and the Caribbean,G,Global,2017,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-53.08432878,-10.77668561,,,2.4955824,1.3629239999999998,,,,,,,,,,,1.9693536,0.8355816,,,,,2.7859536000000005,1.2318624,2.98854,1.3179552,3.1140408,1.319136,3.2424,1.4157408,2.9970528,1.141848,,,,,,,,,2.7550752,1.2478104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Thailand,THA,Eastern and South-Eastern Asia,G,Global,2009,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",101.0202951,15.13089239,3.0666672,0.8166671999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Thailand,THA,Eastern and South-Eastern Asia,G,Global,2015,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",101.0202951,15.13089239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8399992,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77,6.03
788,Tunisia,TUN,Northern Africa and Western Asia,G,Global,2006,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",9.572737411,34.11439971,,,,,,,,,,,,,,,,,,,,,5.2666656,0.6499992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Turkey,TUR,Northern Africa and Western Asia,G,Global,2006,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",35.42890329,38.9899684,,,3.8016576,1.2268416,,,3.6990192,1.2081504,,,3.886668,1.246344,,,4.184952,0.6587111999999999,,,,,5.2808496,0.8523648,6.1809984,0.8280144,5.4696528,0.9146352,4.958383199999999,1.061064,5.5503144,0.9398784,5.284744800000001,0.8022456,6.3820104,0.883308,5.372011199999999,0.9578808,5.1106488,1.1650704000000005,5.1236064,0.8024208,3.5504496,0.5778744,6.077301599999999,0.8005488,5.5252536,0.8921832,4.8391512,0.9771408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Turkey,TUR,Northern Africa and Western Asia,G,Global,2015,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",35.42890329,38.9899684,,,3.1625328,1.204032,,,,,,,,,,,3.1552800000000003,0.5816472,,,,,4.5962808,0.8893800000000001,5.544679200000001,0.8713176,5.0151432,0.9644783999999998,4.6808976,1.1513448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Albania,ALB,Europe and Northern America,G,Global,2011,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",20.06660928,41.13897007,5.2166664,0.8333328,4.4333328,1.5666672,5.916667199999999,0.9333336,4.7166672,1.5666672,4.5833328,0.7166664,4.1833344,1.5666672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.03,5.4,5.85,3.82,,,,,,,,,,,,,,,,,6.4,4.85,4.53,2.32,,,,,,,,,,,,,,,,,,,7.18,5.15,5.13,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,North Macedonia,MKD,Europe and Northern America,G,Global,2004,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",21.7007909,41.60048068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,North Macedonia,MKD,Europe and Northern America,G,Global,2009,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",21.7007909,41.60048068,4.0166664,1.3333344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6833336,1.4500008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.03,5.63,5.87,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,North Macedonia,MKD,Europe and Northern America,G,Global,2015,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",21.7007909,41.60048068,3.7000008,1.3000008,3.5833344,1.9833336,4.4166672,1.3833336,,,3.2166672,1.2166656,,,,,1.3833336,0.4333344,,,,,,,4.3666656,1.2333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9333344,1.8499992,,,,,,,,,,,,,,,,,0.3666671999999999,0.1833335999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Egypt,EGY,Northern Africa and Western Asia,G,Global,2015,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",29.77468534,26.57438204,5.366666400000001,0.5833343999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,United Kingdom of Great Britain and Northern Ireland,GBR,Europe and Northern America,G,Global,2001,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-2.23830539,53.27691757,,,3.7173792,2.7834936,,,,,,,,,,,1.706796,0.6654384,,,,,3.5603448,1.9548096,4.1363712,2.000556,3.5769192,1.9566144,3.878724,2.3160456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,United Kingdom of Great Britain and Northern Ireland,GBR,Europe and Northern America,G,Global,2015,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-2.23830539,53.27691757,,,3.2553792,2.4984984000000003,,,,,,,,,,,1.3695407999999998,0.580716,,,,,3.0366672,1.6716672,3.6684384,1.6487712,2.8349592,1.5872328000000002,3.0844896,1.8001872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,United Republic of Tanzania,TZA,Sub-Saharan Africa,G,Global,2006,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",34.80521182,-6.265332606,,,,,,,,,,,,,,,,,,,,,4.0999992,1.0999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5333328,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,7.0,,,,,,,,,,,,,,,,,,,6.95,5.8,,,,,,,,,,,,,,
834,United Republic of Tanzania,TZA,Sub-Saharan Africa,G,Global,2014,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",34.80521182,-6.265332606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9499992,1.0166664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22,6.77,,,,,,,,,,,,,,
840,United States of America,USA,Europe and Northern America,G,Global,2003,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-99.13830311,39.5277871,,,4.02,2.9500008,,,,,,,,,,,2.2999992,1.3000008,,,,,3.9700008,2.37,,,3.9499992,2.43,3.96,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5799992,2.4100008,4.95,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,United States of America,USA,Europe and Northern America,G,Global,2004,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-99.13830311,39.5277871,,,3.8800008,2.9899992,,,,,,,,,,,2.3800008,1.2499992,,,,,3.99,2.3500008,,,4.0600008,2.5900008000000003,3.9400008,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.759999199999999,2.2300008,4.8,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,United States of America,USA,Europe and Northern America,G,Global,2005,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-99.13830311,39.5277871,,,3.8800008,2.7199992,,,,,,,,,,,2.5399992,1.3699992,,,,,3.96,2.3200008,,,4.0399992,2.4499992,3.7999992,2.6500008000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6300008,2.28,4.8199992,2.6599992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,United States of America,USA,Europe and Northern America,G,Global,2006,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-99.13830311,39.5277871,,,3.8599992,2.9899992,,,,,,,,,,,2.4499992,1.2499992,,,,,3.9,2.2999992,,,3.8200008,2.46,3.69,2.6200008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,2.1499992,4.8199992,2.5999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,United States of America,USA,Europe and Northern America,G,Global,2007,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-99.13830311,39.5277871,,,3.7999992,2.7400008,,,,,,,,,,,2.13,1.4200008,,,,,3.8599992,2.3899992,,,3.9,2.58,4.129999199999999,2.8300008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,2.4,4.7800008,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.43,7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,United States of America,USA,Europe and Northern America,G,Global,2008,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-99.13830311,39.5277871,,,3.6700008,2.64,,,,,,,,,,,2.3500008,1.3000008,,,,,3.75,2.2600008,,,3.6799992,2.4,3.81,2.4499992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2799992,2.2600008,4.7200008,2.6299992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,United States of America,USA,Europe and Northern America,G,Global,2009,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-99.13830311,39.5277871,,,3.8200008,2.76,,,,,,,,,,,2.2999992,1.35,,,,,3.8200008,2.34,,,3.8599992,2.52,3.78,2.5000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.339999199999999,2.2999992,4.759999199999999,2.6899992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,United States of America,USA,Europe and Northern America,G,Global,2010,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-99.13830311,39.5277871,,,3.6700008,2.76,,,,,,,,,,,2.4400008,1.4500008,,,,,3.6700008,2.37,,,3.78,2.4799992,3.5599992,2.4700008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0300008,2.2699992,4.6000008,2.9599992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
