INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__CMFL,OBS_VALUE___T__COPA,OBS_VALUE___T__EPRS,OBS_VALUE___T__TRAF,OBS_VALUE___T__SOFT,OBS_VALUE___T__PCPR,OBS_VALUE___T__EMAIL,OBS_VALUE___T__INST,OBS_VALUE___T__ARSP,OBS_VALUE__F__PCPR,OBS_VALUE__F__COPA,OBS_VALUE__F__TRAF,OBS_VALUE__F__EPRS,OBS_VALUE__F__SOFT,OBS_VALUE__F__ARSP,OBS_VALUE__F__INST,OBS_VALUE__F__CMFL,OBS_VALUE__F__EMAIL,OBS_VALUE__M__PCPR,OBS_VALUE__M__SOFT,OBS_VALUE__M__EPRS,OBS_VALUE__M__COPA,OBS_VALUE__M__TRAF,OBS_VALUE__M__EMAIL,OBS_VALUE__M__INST,OBS_VALUE__M__CMFL,OBS_VALUE__M__ARSP,TIME_DETAIL___T__CMFL,TIME_DETAIL___T__COPA,TIME_DETAIL___T__EPRS,TIME_DETAIL___T__TRAF,TIME_DETAIL___T__SOFT,TIME_DETAIL___T__PCPR,TIME_DETAIL___T__EMAIL,TIME_DETAIL___T__INST,TIME_DETAIL___T__ARSP,TIME_DETAIL__F__PCPR,TIME_DETAIL__F__COPA,TIME_DETAIL__F__TRAF,TIME_DETAIL__F__EPRS,TIME_DETAIL__F__SOFT,TIME_DETAIL__F__ARSP,TIME_DETAIL__F__INST,TIME_DETAIL__F__CMFL,TIME_DETAIL__F__EMAIL,TIME_DETAIL__M__PCPR,TIME_DETAIL__M__SOFT,TIME_DETAIL__M__EPRS,TIME_DETAIL__M__COPA,TIME_DETAIL__M__TRAF,TIME_DETAIL__M__EMAIL,TIME_DETAIL__M__INST,TIME_DETAIL__M__CMFL,TIME_DETAIL__M__ARSP,NATURE___T__CMFL,NATURE___T__COPA,NATURE___T__EPRS,NATURE___T__TRAF,NATURE___T__SOFT,NATURE___T__PCPR,NATURE___T__EMAIL,NATURE___T__INST,NATURE___T__ARSP,NATURE__F__PCPR,NATURE__F__COPA,NATURE__F__TRAF,NATURE__F__EPRS,NATURE__F__SOFT,NATURE__F__ARSP,NATURE__F__INST,NATURE__F__CMFL,NATURE__F__EMAIL,NATURE__M__PCPR,NATURE__M__SOFT,NATURE__M__EPRS,NATURE__M__COPA,NATURE__M__TRAF,NATURE__M__EMAIL,NATURE__M__INST,NATURE__M__CMFL,NATURE__M__ARSP,COMMENT_OBS___T__CMFL,COMMENT_OBS___T__COPA,COMMENT_OBS___T__EPRS,COMMENT_OBS___T__TRAF,COMMENT_OBS___T__SOFT,COMMENT_OBS___T__PCPR,COMMENT_OBS___T__EMAIL,COMMENT_OBS___T__INST,COMMENT_OBS___T__ARSP,COMMENT_OBS__F__PCPR,COMMENT_OBS__F__COPA,COMMENT_OBS__F__TRAF,COMMENT_OBS__F__EPRS,COMMENT_OBS__F__SOFT,COMMENT_OBS__F__ARSP,COMMENT_OBS__F__INST,COMMENT_OBS__F__CMFL,COMMENT_OBS__F__EMAIL,COMMENT_OBS__M__PCPR,COMMENT_OBS__M__SOFT,COMMENT_OBS__M__EPRS,COMMENT_OBS__M__COPA,COMMENT_OBS__M__TRAF,COMMENT_OBS__M__EMAIL,COMMENT_OBS__M__INST,COMMENT_OBS__M__CMFL,COMMENT_OBS__M__ARSP,isLatestValue___T__CMFL,isLatestValue___T__COPA,isLatestValue___T__EPRS,isLatestValue___T__TRAF,isLatestValue___T__SOFT,isLatestValue___T__PCPR,isLatestValue___T__EMAIL,isLatestValue___T__INST,isLatestValue___T__ARSP,isLatestValue__F__PCPR,isLatestValue__F__COPA,isLatestValue__F__TRAF,isLatestValue__F__EPRS,isLatestValue__F__SOFT,isLatestValue__F__ARSP,isLatestValue__F__INST,isLatestValue__F__CMFL,isLatestValue__F__EMAIL,isLatestValue__M__PCPR,isLatestValue__M__SOFT,isLatestValue__M__EPRS,isLatestValue__M__COPA,isLatestValue__M__TRAF,isLatestValue__M__EMAIL,isLatestValue__M__INST,isLatestValue__M__CMFL,isLatestValue__M__ARSP
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2016,55.71136,52.58374,26.19011,54.60528,35.46335,3.43037,,,36.96746,1.16149,50.63902,52.21925,24.19259,27.76832,35.3337,,52.73431,,6.09612,43.76713,28.34481,54.68021,60.63156,,,62.44536,38.72904,2016,2016,2016,2016,2016,2016,,,2016,2016,2016,2016,2016,2016,2016,,2016,,2016,2016,2016,2016,2016,,,2016,2016,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,True,False,False,False,False,False,True,,False,,False,False,False,False,False,,,False,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2017,53.69815,,27.17608,51.87345,35.90824,4.02761,,,,1.48347,,47.67161,25.65403,29.02355,,,49.65243,,6.74261,43.25527,28.80035,,56.35748,,,58.01556,,2017,,2017,2017,2017,2017,,,,2017,,2017,2017,2017,,,2017,,2017,2017,2017,,2017,,,2017,,C,,C,C,C,C,,,,C,,C,C,C,,,C,,C,C,C,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,,False,,False,False,False,,,True,,False,False,False,,False,,,True,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,G,Global,2021,PT,Percent,2019,52.1375,52.1375,27.26012,46.28216,36.44505,4.08608,,,,1.16526,48.19221,41.63924,25.82278,29.19267,,,,,7.17911,44.12504,28.78221,56.3154,51.19884,,,,,2019,2019,2019,2019,2019,2019,,,,2019,2019,2019,2019,2019,,,,,2019,2019,2019,2019,2019,,,,,C,C,C,C,C,C,,,,C,C,C,C,C,,,,,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,,,,True,True,True,True,True,,,,,True,True,True,True,True,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",352,Iceland,ISL,-19.02116966,64.79134763,Europe and Northern America,G,Global,2021,PT,Percent,2014,72.87605,80.17171,58.21164,73.6323,,18.28196,,66.16375,69.10357,12.25304,82.38652,69.17979,59.34514,,69.12076,53.2005,69.83751,,24.19838,,57.09878,77.99801,78.00215,,78.88484,75.85705,69.0867,2014,2014,2014,2014,,2014,,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",352,Iceland,ISL,-19.02116966,64.79134763,Europe and Northern America,G,Global,2021,PT,Percent,2017,71.2134,82.25213,54.05893,72.59707,70.07553,12.88455,,,71.26471,6.98188,82.62644,69.81795,54.88553,66.7148,69.20868,,68.98801,,18.57206,73.32236,53.2757,81.89918,75.2838,,,73.36449,73.26072,2017,2017,2017,2017,2017,2017,,,2017,2017,2017,2017,2017,2017,2017,,2017,,2017,2017,2017,2017,2017,,,2017,2017,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,42.05702,42.05702,7.73889,48.19095,9.95004,,6.13393,18.10152,7.73889,,,,,,,,,,,,,,,,,,,2015,2015,2015,2015,2015,,2015,2015,2015,,,,,,,,,,,,,,,,,,,C,C,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,False,False,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,59.33283,59.33283,30.04352,48.24455,21.84325,3.50508,24.12228,20.02901,25.03626,,,,,,,,,,,,,,,,,,,2016,2016,2016,2016,2016,2016,2016,2016,2016,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",360,Indonesia,IDN,113.9174,-0.994582204,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,59.55825,59.55825,30.22778,50.68711,25.51943,3.52657,26.19061,20.15185,25.18982,,,,,,,,,,,,,,,,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2021,PT,Percent,2015,29.57949,18.09507,6.80202,13.47059,11.63472,1.17915,19.77841,5.53325,2.20959,0.89734,17.97625,13.4433,5.94278,9.56399,1.53845,4.28681,28.2841,18.48931,1.45449,13.65798,7.64156,18.21116,13.49726,21.03795,6.75112,30.84518,2.86533,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",364,Iran (Islamic Republic of),IRN,54.19766348,32.74370885,Central and Southern Asia,G,Global,2021,PT,Percent,2017,29.96387,21.187,9.14248,19.95471,8.70205,1.28149,11.23048,7.02204,7.01367,0.97802,18.666,17.29185,8.20906,7.5084,5.85663,5.69134,26.36261,9.63881,1.57813,9.86882,10.05488,23.66806,22.55757,12.78628,8.32666,33.50018,8.14464,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",368,Iraq,IRQ,43.76606267,33.05013795,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2014,48.86,24.7,7.2,6.9,23.0,4.7,37.6,8.3,6.8,,,,,,,,,,,,,,,,,,,2014,2014,2014,2014,2014,2014,2014,2014,2014,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",368,Iraq,IRQ,43.76606267,33.05013795,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2017,50.40098,25.47901,7.42708,7.11762,23.72539,4.84823,38.78585,8.56177,7.01446,,,,,,,,,,,,,,,,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",368,Iraq,IRQ,43.76606267,33.05013795,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2018,48.86,24.7,7.2,6.9,23.0,4.7,37.6,8.3,6.8,1.22111,4.63105,3.74828,2.22702,2.15158,2.10607,2.82595,4.5883,2.99712,,,,,,,,,,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,G,Global,2021,PT,Percent,2014,55.76277,54.17618,24.34894,41.1984,,7.96471,,36.63468,40.00009,4.60193,56.72371,39.42582,23.04188,,39.6778,33.07342,57.72103,,11.91161,,27.11381,54.67302,45.42161,,42.44737,56.9621,42.65049,2014,2014,2014,2014,,2014,,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,G,Global,2021,PT,Percent,2015,40.62144,41.6976,28.70637,35.62885,36.33423,3.71013,,,28.04899,1.76678,41.4144,33.7917,27.78031,33.67242,26.01829,,40.3464,,5.93103,41.33201,31.45069,41.98743,39.73852,,,43.4451,30.1271,2015,2015,2015,2015,2015,2015,,,2015,2015,2015,2015,2015,2015,2015,,2015,,2015,2015,2015,2015,2015,,,2015,2015,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,True,True,True,True,True,True,,True,,True,True,True,True,True,,,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,G,Global,2021,PT,Percent,2017,50.5,55.30001,39.70002,50.5,52.70002,5.80001,,,41.70002,,,,,,,,,,,,,,,,,,,2017,2017,2017,2017,2017,2017,,,2017,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,G,Global,2021,PT,Percent,2018,50.19999,53.1,39.2,50.19999,57.79999,5.80001,,,36.00001,,,,,,,,,,,,,,,,,,,2018,2018,2018,2018,2018,2018,,,2018,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,G,Global,2021,PT,Percent,2014,55.5505,55.6073,25.1241,45.287,,8.9111,,39.6112,35.9481,6.0662,51.0747,38.8159,21.522,,31.252,30.9975,50.7938,,11.8273,,28.8166,60.2536,51.9204,,48.4411,60.4265,40.762,2014,2014,2014,2014,,2014,,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,G,Global,2021,PT,Percent,2015,49.5003,42.9026,31.384,42.8772,32.785,4.8453,,,30.5133,2.6705,39.2216,37.3949,28.4591,26.4456,25.888,,44.368,,7.0866,39.3184,34.3984,46.6962,48.5272,,,54.7895,35.2801,2015,2015,2015,2015,2015,2015,,,2015,2015,2015,2015,2015,2015,2015,,2015,,2015,2015,2015,2015,2015,,,2015,2015,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,False,False,False,False,False,False,,False,,False,False,False,False,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,G,Global,2021,PT,Percent,2016,48.9728,42.0396,30.9809,43.1545,34.9175,4.3462,,,30.7045,2.2775,39.4209,38.7242,28.4472,29.4727,26.3276,,45.26,,6.4613,40.4843,33.5715,44.7171,47.684,,,52.7688,35.1795,2016,2016,2016,2016,2016,2016,,,2016,2016,2016,2016,2016,2016,2016,,2016,,2016,2016,2016,2016,2016,,,2016,2016,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,11.2264,10.44526,1.65,,8.29537,,9.72632,5.025,2.03,,,,,,,,,,,,,,,,,,,2015,2015,2015,,2015,,2015,2015,2015,,,,,,,,,,,,,,,,,,,E,E,E,,E,,E,E,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,False,False,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,14.90925,10.54333,1.90687,,8.43613,,14.19047,5.86099,2.36056,,,,,,,,,,,,,,,,,,,2016,2016,2016,,2016,,2016,2016,2016,,,,,,,,,,,,,,,,,,,E,E,E,,E,,E,E,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,,False,False,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,18.41152,10.63659,2.15115,8.04886,8.56998,0.59912,18.43574,6.656,2.67491,,,,,,,,,,,,,,,,,,,2017,2017,2017,2017,2017,2017,2017,2017,2017,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,18.61332,10.73357,1.79156,6.45618,7.44264,0.64074,19.22906,5.44377,3.07082,,,,,,,,,,,,,,,,,,,2018,2018,2018,2018,2018,2018,2018,2018,2018,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",384,Côte d'Ivoire,CIV,-5.552690016,7.62211586,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,18.69347,11.85823,1.50722,5.21556,6.52793,0.66286,19.92443,4.49276,3.26214,0.22982,8.80417,2.67421,0.54483,4.11768,2.00515,3.39611,,17.3416,1.1159,9.04951,2.51405,15.05335,7.87429,22.62655,5.64005,,4.57718,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,,2019,2019,2019,2019,2019,2019,2019,2019,,2019,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",388,Jamaica,JAM,-77.31068409,18.15616857,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,16.99306,16.4207,3.80275,9.36617,7.79497,1.00525,17.61304,6.44241,3.90033,0.94165,17.78492,9.33662,4.14437,7.51442,4.01853,6.69788,17.87988,19.49203,1.07018,8.08104,3.45435,15.02968,9.3963,15.69705,6.18191,16.08889,3.77981,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",388,Jamaica,JAM,-77.31068409,18.15616857,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,15.4279,13.9708,3.12203,7.91446,7.06092,,15.32201,7.09969,5.28856,,16.25478,8.44877,3.76711,7.20769,6.00648,6.90192,17.59943,18.16615,,6.91141,2.46492,11.64422,7.37018,12.42482,7.30116,13.21593,4.55717,2016,2016,2016,2016,2016,,2016,2016,2016,,2016,2016,2016,2016,2016,2016,2016,2016,,2016,2016,2016,2016,2016,2016,2016,2016,C,C,C,C,C,,C,C,C,,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",388,Jamaica,JAM,-77.31068409,18.15616857,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,15.81539,14.85347,4.6355,9.93204,5.88182,,15.51099,6.26289,5.87383,,17.22657,10.80861,5.18729,5.97579,6.72307,6.08497,18.08367,18.51771,,5.78603,4.07303,12.43444,9.03849,12.44613,6.44425,13.50327,5.00815,2017,2017,2017,2017,2017,,2017,2017,2017,,2017,2017,2017,2017,2017,2017,2017,2017,,2017,2017,2017,2017,2017,2017,2017,2017,C,C,C,C,C,,C,C,C,,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",392,Japan,JPN,139.2716103,36.6554539,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,,,,,,0.6035,,,,0.26785,,,,,,,,,0.96599,,,,,,,,,,,,,,2017,,,,2017,,,,,,,,,2017,,,,,,,,,,,,,,C,,,,C,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,False,,,,,,,,
